shop,pref,ward,stations,genre,genres,tabelog_score,awards,feature,source_url
らーめん 護什番,東京都,文京区,文京区・護国寺駅,ラーメン,その他・創作,3.68,,高評価店／駅6分,https://tabelog.com/tokyo/A1323/A132302/13308336
麺や 百日紅（さるすべり）,東京都,新宿区,新宿区・新宿三丁目駅,つけ麺,つけ麺,3.68,,京王フレンテ新宿三丁目B2F,https://tabelog.com/ramen/tokyo/A1304/A130401/rank
佐々木製麺所,東京都,杉並区,杉並区・西荻窪駅,醤油そば,油そば・まぜそば・汁なし/醤油・中華そば,3.68,,特製醤油そばが評判,https://tabelog.com/tokyo/A1319/A131907/13210641
らぁ麺 旭,東京都,杉並区,杉並区・浜田山駅,ラーメン,その他・創作,3.68,,駅近の高評価店,https://tabelog.com/tokyo/C13115/C36690/rstLst/ramen
拉麺 生姜と肉,東京都,江戸川区,江戸川区・平井駅,長岡系生姜醤油,醤油・中華そば/ご当地・地域系,3.68,,多彩なチャーシューも評判、駅2分,https://tabelog.com/tokyo/A1312/A131202/13286988
ちばき屋,東京都,江戸川区,江戸川区・葛西駅,支那そば（醤油）,醤油・中華そば,3.68,,昔ながらのあっさり醤油＋細縮れ麺,https://tabelog.com/ramen/tokyo/A1313/A131305/rank
麦処 八と丁,東京都,江戸川区,江戸川区・一之江駅,ラーメン,その他・創作,3.68,,一之江の高評価店,https://tabelog.com/ramen/tokyo/A1312/A131205/rank
鶏ポタ ラーメン THANK,東京都,港区,港区・浜松町駅 / 港区・芝公園駅・御成門駅,鶏（濃厚鶏ポタ）,その他・創作,3.68,,無化調の濃厚鶏ポタ／大門徒歩2分,https://tabelog.com/ramen/tokyo/A1314/A131401/rank
BIRI BIRI CRUSH MEN,東京都,練馬区,練馬区・地下鉄赤塚駅,担々麺系,担々麺・四川・麻婆,3.68,,痺れの効いた異色の担担麺,https://tabelog.com/tokyo/A1322/A132204/R1420/rstLst/ramen
中華そば 喜富,東京都,豊島区,豊島区・大塚駅,醤油（中華そば）,醤油・中華そば,3.68,,端正な醤油中華そば,https://tabelog.com/tokyo/A1323/A132302/13285496
麺屋 幸生（こうせい）,埼玉県,西武沿線エリア,西武沿線エリア・小手指駅,背脂濃厚味噌,味噌,3.67,,小手指エリア最高評価、駅6分・木休,https://tabelog.com/saitama/A1106/A110601/R4032/rstLst/ramen
ジャンプ,埼玉県,越谷・草加・春日部,越谷・草加・春日部・一ノ割駅,まぜそば,油そば・まぜそば・汁なし,3.67,,埼玉の二郎系まぜそば元祖と称される,https://tabelog.com/ramen/saitama/A1102/A110204/rank
臥龍（がりゅう）,東京都,世田谷区,世田谷区・三軒茶屋駅,鶏白湯,鶏白湯,3.67,,濃厚クリーミー鶏白湯の定番,https://tabelog.com/ramen/tokyo/A1317/A131706/rank
和利道（わりどう）,東京都,世田谷区,世田谷区・池尻大橋駅,中華そば,醤油・中華そば,3.67,,出汁感重視の落ち着いた一杯,https://tabelog.com/ramen/tokyo/A1317/A131705/rank
銀座 篝 本店,東京都,中央区,中央区・銀座駅,鶏白湯,鶏白湯,3.67,,鶏白湯SOBAで全国区の本店,https://tabelog.com/tokyo/A1301/A130101/13230021
日本橋 朱鷺（とき）,東京都,中央区,中央区・小伝馬町駅,ラーメン,その他・創作,3.67,,高評価の実力店,https://tabelog.com/tokyo/A1302/A130204/13283883
ラーメン富士丸 明治通り都電梶原店,東京都,北区,北区・梶原停留場,二郎系,二郎・二郎系,3.67,,特大チャーシュー＋甘めスープ、「白」(背脂)が名物／梶原3分・無休,https://tabelog.com/tokyo/A1323/A132303/13097679
超多加水自家製手揉み麺 きたかた食堂,東京都,千代田区,千代田区・竹橋駅,醤油（喜多方系）,醤油・中華そば/ご当地・地域系,3.67,,手揉み麺の中華そば、靖国通り沿い,https://tabelog.com/ramen/tokyo/A1310/A131003/rank
らーめん弁慶 浅草本店,東京都,台東区,台東区・浅草駅,背脂チャッチャ系,その他・創作,3.67,,昭和48年・屋台発祥の背脂系草分け、朝〜翌4時／駅5分,https://tabelog.com/tokyo/A1311/A131102/13003748
煮干し Noodles Nibo Nibo Cino,東京都,品川区,品川区・旗の台駅,煮干し（無化調）,煮干し,3.67,,「自家製麺伊藤」出身、「にぼにぼちーの」／旗の台1分,https://tabelog.com/ramen/tokyo/A1317/A131712/rank
中華soba いそべ,東京都,大田区,大田区・武蔵新田駅・矢口渡駅,中華そば,醤油・中華そば,3.67,,矢口渡・蓮沼寄り,https://tabelog.com/ramen/tokyo/A1317/A131716/rank
つけそば 周（あまね）,東京都,板橋区,板橋区・板橋区役所前駅,つけ麺,つけ麺,3.67,,エリア上位,https://tabelog.com/ramen/tokyo/A1322/A132205/rank
麺や 河野,東京都,板橋区,板橋区・地下鉄赤塚駅,自家製麺の中華そば・つけ麺,つけ麺/醤油・中華そば,3.67,,「七彩」出身、淡麗系,https://tabelog.com/ramen/tokyo/A1322/A132204/rank
BIRI BIRI CRUSH MEN,東京都,板橋区,板橋区・地下鉄赤塚駅,担々麺系,担々麺・四川・麻婆,3.67,,痺れの効いた異色の担担麺,https://tabelog.com/ramen/tokyo/A1322/A132204/rank
モリス（morris）,東京都,板橋区,板橋区・大山駅,つけ麺・ラーメン,つけ麺,3.67,,店内製麺所のもちもち中太麺、無添加／駅すぐ・水休,https://tabelog.com/tokyo/A1322/A132203/13054812
麺響 万蕾,東京都,江東区,江東区・清澄白河駅,煮干し＋貝,煮干し/貝・魚介系,3.67,,清澄白河駅10分（菊川が最寄り）,https://tabelog.com/tokyo/A1312/A131201/13282131
MISO HANAMICHI 本店,東京都,渋谷区,渋谷区・北参道駅,味噌（極太麺）,味噌,3.67,,駅247mと至近、エリア最有力,https://tabelog.com/tokyo/A1304/A130403/13276694
中華蕎麦 三藤（みつふじ）,東京都,目黒区,目黒区・緑が丘駅,中華蕎麦,醤油・中華そば,3.67,,蕎麦屋出身・日本料理修業の繊細な一杯／ミシュラン7年連続,https://tabelog.com/tokyo/A1317/A131703/13168430
麺や 河野,東京都,練馬区,練馬区・地下鉄赤塚駅,自家製麺の中華そば・つけ麺,つけ麺/醤油・中華そば,3.67,,「七彩」出身、淡麗系／駅3分,https://tabelog.com/tokyo/A1322/A132204/R1420/rstLst/ramen
麺処 井の庄 本店,東京都,練馬区,練馬区・石神井公園駅,つけ麺・ラーメン,つけ麺,3.67,,看板「辛辛魚」で全国的に著名／駅1-2分,https://tabelog.com/tokyo/A1321/A132103/13024455
めん処 羽鳥,東京都,荒川区,荒川区・日暮里駅,中華そば（無化調）,醤油・中華そば,3.67,,看板は「しょうがラーメン」、澄んだ鶏スープ,https://tabelog.com/tokyo/A1311/A131105/13152229
自家製麺 純（JUN）,東京都,葛飾区,葛飾区・京成立石駅,ラーメン・つけ麺・油そば,つけ麺/油そば・まぜそば・汁なし,3.67,,無化調・自家製麺、地鶏出汁の繊細な一杯／駅2分,https://tabelog.com/tokyo/A1324/A132403/13235903
博多長浜らーめん ぼたん 大塚本店,東京都,豊島区,豊島区・大塚駅,豚骨,豚骨・博多,3.67,,長浜系の豚骨,https://tabelog.com/tokyo/A1323/A132302/13008788
北千住煮干中華蕎麦 かれん,東京都,足立区,足立区・北千住駅,煮干し中華そば,煮干し/醤油・中華そば,3.67,,「つきひ」姉妹店、行列必至／西口2分,https://tabelog.com/tokyo/A1324/A132402/13275300
麺屋 音（おと）,東京都,足立区,足立区・北千住駅,煮干し系ラーメン・つけ麺,煮干し/つけ麺,3.67,,濃厚煮干そばが看板、深夜営業／駅5分,https://tabelog.com/tokyo/A1324/A132402/13161350
中華そば わた井,東京都,足立区,足立区・北綾瀬駅,魚介豚骨つけ麺・中華そば,つけ麺/豚骨・博多/貝・魚介系/醤油・中華そば,3.67,,もちもち太麺、開店前から行列／駅1分・月休,https://tabelog.com/tokyo/A1324/A132404/13050042
ラーメン富士丸 西新井大師店,東京都,足立区,足立区・大師前駅,二郎系,二郎・二郎系,3.67,,甘い背脂×濃厚豚骨醤油＋極太麺／駅232m,https://tabelog.com/tokyo/A1324/A132404/R5670/rstLst/ramen
大宮大勝軒,埼玉県,さいたま市北部,さいたま市北部・大宮駅,中野系大勝軒,その他・創作,3.66,,特製もりそば、半世紀の出汁系老舗、無休,https://tabelog.com/saitama/A1101/A110101/11024076
中華そば 螢（ほたる）,埼玉県,さいたま市北部,さいたま市北部・大和田駅 / 七里駅 / 東大宮駅,中華そば・つけそば,つけ麺/醤油・中華そば,3.66,,蟹・海老・帆立の「海の味噌そば」、連日行列、大和田7分・無休,https://tabelog.com/saitama/A1101/A110103/11000121
ラー麺専門店 こしがや,埼玉県,越谷・草加・春日部,越谷・草加・春日部・越谷駅,塩ラーメン,塩,3.66,,佐野実「支那そばや」出身、塩ネギワンタンメン、駅362m,https://tabelog.com/saitama/A1102/A110203/R3982/rstLst/ramen
貝麺みかわ,東京都,世田谷区,世田谷区・下北沢駅,貝×牛だし,貝・魚介系,3.66,,あさり・帆立の貝出汁と牛だし、平打ち麺,https://tabelog.com/ramen/tokyo/A1318/A131802/rank
拉麺 はま家,東京都,中央区,中央区・小伝馬町駅,ラーメン,その他・創作,3.66,,評価の高い人気店,https://tabelog.com/tokyo/A1302/A130204/13286404
輝道家,東京都,中野区,中野区・野方駅,家系,家系,3.66,百名店,武道家系出身、濃厚かつキレ／北口3分・無休,https://tabelog.com/tokyo/A1321/A132104/13221750
排骨担々 五ノ井,東京都,千代田区,千代田区・御茶ノ水駅,担々麺,担々麺・四川・麻婆,3.66,,御茶ノ水／神保町徒歩圏,https://tabelog.com/ramen/tokyo/A1310/A131003/rank
中華そば 髙はし,東京都,千代田区,千代田区・飯田橋駅,塩・醤油（雲呑）,ワンタン麺/塩/醤油・中華そば,3.66,,鶏ガラ清湯＋たっぷり雲呑の行列店,https://tabelog.com/ramen/tokyo/A1309/rank
喜多方ラーメン 新じま,東京都,台東区,台東区・三ノ輪駅,喜多方（醤油）,醤油・中華そば/ご当地・地域系,3.66,,平打ち熟成多加水麺＋ホロホロチャーシュー／徒歩3分,https://tabelog.com/tokyo/A1324/A132401/13287105
六厘舎 大崎店,東京都,品川区,品川区・大崎駅,つけ麺,つけ麺,3.66,,濃厚豚骨魚介、ThinkPark 1F,https://tabelog.com/ramen/tokyo/A1316/A131604/rank
手打ち麺処 好き酒師,東京都,大田区,大田区・武蔵新田駅・矢口渡駅,手打ち麺の中華そば,醤油・中華そば,3.66,,武蔵新田の手打ち,https://tabelog.com/ramen/tokyo/A1317/A131716/rank
麺屋 山界,東京都,新宿区,新宿区・新大久保駅,ラーメン,その他・創作,3.66,,エリア上位の人気店,https://tabelog.com/ramen/tokyo/A1304/A130404/rank
俺の空,東京都,新宿区,新宿区・高田馬場駅,豚そば（濃厚）,その他・創作,3.66,,濃厚豚清湯の人気店,https://tabelog.com/ramen/tokyo/A1305/A130503/rank
札幌 六坊,東京都,新宿区,新宿区・西早稲田駅,味噌・醤油（札幌系）,味噌/醤油・中華そば/ご当地・地域系,3.66,,渡なべグループ、「札幌ブラック」が話題,https://tabelog.com/ramen/tokyo/A1305/A130504/rank
中華そば つけ麺 甲斐,東京都,杉並区,杉並区・久我山駅,中華そば・つけ麺,つけ麺/醤油・中華そば,3.66,,荻窪「春木屋」出身、自家製麺／駅1分,https://tabelog.com/tokyo/A1318/A131806/13038404
あんくるてい,東京都,杉並区,杉並区・井荻駅,ワンタン麺,ワンタン麺,3.66,,「たんたん亭」出身、ニコニコそば／駅139m,https://tabelog.com/tokyo/A1321/A132105/R560/rstLst/ramen
麺屋 四季,東京都,江東区,江東区・門前仲町駅,ラーメン・つけ麺,つけ麺,3.66,,門前仲町の人気店,https://tabelog.com/tokyo/A1313/A131303/13293391
麺屋 中川會 住吉店,東京都,江東区,江東区・住吉駅,醤油清湯・つけ麺,つけ麺/醤油・中華そば,3.66,,フォアグラ等使用の深い醤油／駅4分,https://tabelog.com/tokyo/A1312/A131201/13205611
むらさき山,東京都,港区,港区・田町駅,魚介豚骨醤油,豚骨・博多/貝・魚介系/醤油・中華そば,3.66,,無化調、慶応中通りの人気店,https://tabelog.com/ramen/tokyo/A1314/A131402/rank
横浜豚骨醤油ラーメン YOLO,東京都,練馬区,練馬区・江古田駅,ラーメン,その他・創作,3.66,,九条ネギラーメンが人気／駅1分,https://tabelog.com/tokyo/A1321/A132101/R1435/rstLst/ramen
麺・酒処 ぶらり,東京都,荒川区,荒川区・日暮里駅,鶏白湯,鶏白湯,3.66,ビブグルマン,ミシュランビブグルマン掲載歴、濃厚クリーミー,https://ramendb.supleks.jp/s/10106.html
麺屋 愛心 TOKYO 町屋店,東京都,荒川区,荒川区・町屋駅,担々麺・麻婆麺,担々麺・四川・麻婆,3.66,,看板「海老寿久担々麺」、新潟本店系,https://tabelog.com/tokyo/A1324/A132401/13220662
らぁめん 生姜は文化。,東京都,豊島区,豊島区・巣鴨駅,生姜醤油,醤油・中華そば,3.66,,生姜の効いた醤油,https://tabelog.com/tokyo/A1323/A132301/13224621
灼味噌らーめん 八堂八,神奈川県,川崎市北部,川崎市北部・溝の口駅 / 武蔵溝ノ口駅,焦がし味噌,味噌,3.66,,焦がし味噌らーめん,https://tabelog.com/kanagawa/A1405/A140505/14097063
日吉 大勝軒,神奈川県,横浜北部,横浜北部・日吉駅,中華そば・つけ麺,つけ麺/醤油・中華そば,3.66,,何度でも通える定番,https://tabelog.com/ramen/kanagawa/A1401/A140204/rank
鶏そば 一瑳（いっさ）,埼玉県,さいたま市,さいたま市・浦和駅,鶏白湯・鶏清湯,鶏白湯/醤油・中華そば,3.65,,鶏100%スープと自家製麺、東口4分・行列・無休,https://tabelog.com/saitama/A1101/A110102/11057532
庵悟（あんご）,埼玉県,さいたま市,さいたま市・南浦和駅,鶏ガラ淡麗・つけ麺,つけ麺,3.65,,あっさり和風＋濃厚つけ汁,https://tabelog.com/ramen/saitama/A1101/A110102/rank
佐野ラーメン たかの,埼玉県,さいたま市,さいたま市・南浦和駅,佐野ラーメン（青竹打ち）,ご当地・地域系,3.65,,あっさり醤油の名物,https://tabelog.com/ramen/saitama/A1101/A110102/rank
永吉,埼玉県,川口・蕨・戸田,川口・蕨・戸田・西川口駅,担々麺,担々麺・四川・麻婆,3.65,,自家製ラー油と練りゴマの旨辛担々麺、駅1分,https://tabelog.com/saitama/A1102/A110201/R7390/rstLst/ramen
中華そば ふくもり 駒沢本店,東京都,世田谷区,世田谷区・駒沢大学駅,中華そば,醤油・中華そば,3.65,,エリア1位タイ,https://tabelog.com/ramen/tokyo/A1317/A131707/rank
Bonito Noodle RAIK,東京都,世田谷区,世田谷区・駒沢大学駅,鰹系中華そば,貝・魚介系/醤油・中華そば,3.65,,鰹出汁が看板,https://tabelog.com/ramen/tokyo/A1317/A131707/rank
鶯屋（うぐいすや）,東京都,世田谷区,世田谷区・祖師ヶ谷大蔵駅,中華そば系,醤油・中華そば,3.65,,エリア1位の実力店（祖師ヶ谷大蔵）,https://tabelog.com/ramen/tokyo/A1318/A131814/rank
麺尊RAGE 中野 腕刀,東京都,中野区,中野区・中野駅,青唐中華そば,醤油・中華そば,3.65,,西荻「麺尊RAGE」系列／北口5分,https://tabelog.com/tokyo/A1319/A131902/13270574
麺処 花田 上野店,東京都,台東区,台東区・上野駅,味噌,味噌,3.65,,厚切りチャーシュー＋濃厚味噌、増し無料,https://tabelog.com/tokyo/A1311/A131101/13130960
中華そば 七麺鳥,東京都,台東区,台東区・鶯谷駅,塩・醤油・つけ麺,つけ麺/塩/醤油・中華そば,3.65,,複数産地の塩を使い分ける鶏ベース,https://tabelog.com/tokyo/A1311/A131104/13171772
浅草名代らーめん 与ろゐ屋,東京都,台東区,台東区・浅草駅,和風醤油（老舗）,醤油・中華そば,3.65,,鶏豚＋煮干等＋高知県産柚子,https://tabelog.com/ramen/tokyo/A1311/A131102/rank
